,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,index,pH,residual sugar,sulphates,total sulfur dioxide,type,volatile acidity,quality
1951,9.2,0.048,0.31,0.9969,7.7,22.0,4258,3.06,9.2,0.61,221.0,white,0.42,6
1952,10.6,0.086,0.03,0.99522,6.9,36.0,4920,3.53,1.5,0.57,46.0,red,0.56,5
1953,11.0,0.039,0.3,0.99252,6.0,39.0,5436,2.91,7.3,0.57,104.0,white,0.17,6
1954,11.3,0.038,0.33,0.99107,5.8,49.0,3551,3.16,4.2,0.42,133.0,white,0.19,7
1955,10.1,0.044,0.49,0.9938,8.5,29.0,2859,3.14,3.5,0.51,117.0,white,0.19,6
1956,12.5,0.03,0.43,0.99164,6.8,30.0,3543,3.08,7.6,0.59,110.0,white,0.28,8
1957,11.0,0.043,0.31,0.99158,6.3,30.0,731,3.49,1.2,0.68,117.0,white,0.21,6
1958,12.9,0.031,0.39,0.9913,6.6,22.0,3345,3.15,6.75,0.8,98.0,white,0.29,7
1959,9.2,0.239,0.49,0.9988,7.6,42.0,4647,2.96,13.0,0.51,220.0,white,0.47,5
1960,10.8,0.11,0.43,0.99728,10.2,11.0,3510,3.16,2.2,0.67,37.0,red,0.41,5
1961,9.3,0.047,0.46,0.99594,6.6,59.0,4131,3.2,6.9,0.45,183.0,white,0.26,5
1962,12.0,0.036,0.31,0.99216,7.0,45.0,3730,2.98,9.1,0.31,140.0,white,0.31,7
1963,11.3,0.071,0.22,0.99438,6.8,13.0,638,3.41,2.3,0.83,24.0,red,0.49,6
1964,11.4,0.027,0.26,0.9931,7.4,23.0,5156,2.98,8.8,0.41,112.0,white,0.22,6
1965,9.7,0.032,0.41,0.99622,6.0,50.0,1340,3.14,12.4,0.6,179.0,white,0.42,5
1966,8.7,0.05,0.27,0.9984,7.4,25.0,1882,2.9,15.5,0.43,135.0,white,0.16,7
1967,10.0,0.039,0.23,0.99243,5.5,10.0,3869,3.28,2.9,0.5,108.0,white,0.17,5
1968,9.7,0.036,0.13,0.9996,8.0,49.0,1971,2.96,17.2,0.46,219.0,white,0.25,5
1969,12.5,0.024,0.33,0.9918,7.6,14.0,4954,3.25,7.0,0.45,130.0,white,0.48,7
1970,13.6,0.046,0.35,0.98822,6.2,31.0,4148,3.06,2.0,0.46,95.0,white,0.355,6
1971,10.1,0.049,0.22,0.99571,5.7,50.0,2320,3.2,9.8,0.45,125.0,white,0.25,6
1972,12.4,0.055,0.25,0.99171,6.4,28.0,1913,3.27,5.0,0.5,138.0,white,0.32,8
1973,9.1,0.0579999999999999,0.28,0.9952,6.9,14.0,689,3.29,5.0,0.36,146.0,white,0.19,6
1974,10.2,0.043,0.22,0.99238,6.3,45.0,3367,3.19,1.5,0.48,155.0,white,0.18,5
1975,9.2,0.1369999999999999,0.81,0.9932,6.9,52.0,1249,3.03,1.1,0.39,123.0,white,0.21,6
1976,11.1,0.088,0.21,0.99692,8.9,21.0,3713,3.33,2.2,0.83,39.0,red,0.5,6
1977,13.4,0.032,0.24,0.98934,6.2,19.0,1233,3.04,6.1,0.26,86.0,white,0.37,8
1978,9.5,0.067,0.14,0.9969,8.8,10.0,3016,3.19,2.4,0.59,42.0,red,0.61,5
1979,12.3,0.034,0.32,0.98952,5.9,31.0,5468,3.16,2.0,0.56,102.0,white,0.27,6
1980,9.8,0.051,0.36,0.9972,7.0,72.0,4006,3.16,13.0,0.49,177.0,white,0.23,5
1981,11.6,0.0409999999999999,0.34,0.98981,5.6,14.0,3086,3.04,2.0,0.45,73.0,white,0.24,7
1982,12.7,0.038,0.32,0.9911,5.9,9.0,1074,3.22,8.1,0.36,34.0,white,0.33,7
1983,10.2,0.132,0.3,0.99786,10.8,7.0,526,2.99,2.6,1.18,60.0,red,0.89,5
1984,11.1,0.071,0.42,0.99566,10.2,7.0,4088,3.14,2.0,0.79,20.0,red,0.44,7
1985,11.1,0.023,0.28,0.99062,8.1,49.0,2810,2.92,0.9,0.36,87.0,white,0.2,6
1986,10.1,0.038,0.49,0.9939,8.3,38.0,3272,3.05,1.7,0.37,167.0,white,0.2,6
1987,11.3,0.033,0.49,0.9955,7.8,37.0,3056,3.14,13.0,0.35,158.0,white,0.43,6
1988,11.2,0.057,0.01,0.99488,6.3,15.0,3061,3.6,2.0,0.46,33.0,red,0.98,6
1989,11.0,0.065,0.4,0.99554,8.3,24.0,1719,3.34,2.4,0.86,48.0,red,0.34,6
1990,9.8,0.054,0.37,0.99795,8.0,23.0,2818,3.32,9.6,0.47,159.0,white,0.23,4
1991,9.5,0.186,0.12,0.996,7.4,5.0,4166,3.39,1.6,0.54,21.0,red,0.67,5
1992,9.9,0.036,0.35,0.9938,7.2,15.0,1015,3.46,1.2,0.39,73.0,white,0.14,5
1993,9.8,0.0409999999999999,0.37,0.99432,6.4,39.5,1567,3.1,4.85,0.5,216.5,white,0.37,6
1994,11.8,0.033,0.38,0.991,5.8,23.0,5383,3.42,4.75,0.42,94.0,white,0.32,7
1995,9.2,0.045,0.32,0.9958,7.0,38.0,1626,3.21,8.3,0.34,126.0,white,0.16,5
1996,9.6,0.051,0.49,0.9928,6.1,18.0,6,3.3,1.5,0.46,87.0,white,0.22,5
1997,11.0,0.045,0.34,0.99222,6.0,25.0,3281,3.03,7.6,0.37,118.0,white,0.43,6
1998,12.3,0.033,0.39,0.9908,7.2,29.0,4650,3.26,2.3,0.54,102.0,white,0.23,7
1999,10.6,0.077,0.24,0.9948,6.7,18.0,2162,3.39,1.7,0.6,34.0,red,0.46,6
2000,9.9,0.043,0.15,0.99378,5.2,32.0,4255,3.24,7.1,0.48,134.0,white,0.24,6
2001,12.2,0.03,0.36,0.9904,6.9,31.0,2832,3.14,3.5,0.38,135.0,white,0.48,7
2002,10.4,0.046,0.54,0.99454,6.2,58.0,3709,3.19,7.0,0.7,176.0,white,0.25,5
2003,9.4,0.069,0.06,0.9964,7.9,15.0,544,3.3,1.6,0.46,59.0,red,0.6,5
2004,9.3,0.05,0.37,0.99488,6.4,60.0,108,2.86,7.9,0.49,150.0,white,0.23,6
2005,9.8,0.07,0.06,0.9942,7.1,5.0,629,3.17,1.3,0.48,12.0,red,0.62,5
2006,10.6,0.094,0.49,0.9986,11.1,16.0,969,3.12,2.7,1.02,47.0,red,0.31,7
2007,12.0,0.02,0.34,0.99212,6.8,38.0,2725,3.18,7.4,0.44,133.0,white,0.39,7
2008,9.4,0.05,0.52,0.99628,6.6,29.0,1469,3.07,10.1,0.4,140.0,white,0.36,5
2009,9.7,0.064,0.39,0.9958,7.3,28.0,3253,3.29,6.7,0.3,188.0,white,0.27,5
2010,10.6,0.047,0.41,0.9917,5.9,45.0,489,3.33,1.3,0.51,104.0,white,0.36,6
2011,9.3,0.07,0.33,0.9978,9.1,9.0,1487,3.24,1.3,0.6,30.0,red,0.52,5
2012,9.1,0.2,0.44,0.9942,6.4,75.0,5416,3.02,3.6,0.41,181.0,white,0.29,5
2013,9.7,0.08,0.32,0.99801,8.0,26.0,1433,3.22,2.5,1.07,122.0,red,0.42,5
2014,11.4,0.0409999999999999,0.23,0.99246,6.9,20.0,5095,3.1,7.1,0.85,97.0,white,0.24,6
2015,9.2,0.075,0.44,1.00005,15.0,10.0,2647,3.07,2.2,0.84,24.0,red,0.21,7
2016,9.0,0.049,0.2,0.998,7.4,44.0,5178,3.27,11.5,0.44,157.0,white,0.44,5
2017,12.1,0.034,0.23,0.98871,5.8,37.0,673,2.96,1.5,0.34,121.0,white,0.3,6
2018,9.6,0.044,0.32,0.9972,6.8,54.0,3172,3.27,13.2,0.5,221.0,white,0.52,6
2019,10.0,0.054,0.24,0.9964,7.3,34.0,3756,3.36,6.3,0.54,231.0,white,0.19,6
2020,11.4,0.061,0.06,0.9948,6.9,12.0,4388,3.51,2.1,0.43,31.0,red,1.09,4
2021,8.6,0.044,0.42,1.0003,8.0,45.0,3640,3.21,14.6,0.69,163.0,white,0.22,7
2022,11.0,0.08,0.65,0.99817,8.6,3.0,457,3.27,6.4,0.58,8.0,red,0.37,5
2023,10.5,0.074,0.36,0.9978,7.3,12.0,4682,3.33,5.9,0.83,87.0,red,0.45,5
2024,11.0,0.048,0.41,0.9937,6.0,55.0,5466,3.09,10.8,0.59,149.0,white,0.29,7
2025,10.5,0.04,0.13,0.9922,5.9,11.0,1490,3.29,1.4,0.52,64.0,white,0.415,5
2026,9.4,0.201,0.27,0.9942,5.7,73.5,2830,3.27,4.1,0.38,189.5,white,0.26,6
2027,9.8,0.087,0.37,0.99438,7.6,27.0,1262,3.09,1.6,0.5,177.0,white,0.3,5
2028,11.2,0.042,0.36,0.9941,7.8,38.0,2849,3.26,7.0,0.37,161.0,white,0.29,8
2029,9.5,0.06,0.57,0.9924,6.4,15.0,1257,3.06,1.0,0.41,120.0,white,0.29,5
2030,10.6,0.071,0.25,0.99633,6.1,23.0,2829,3.42,2.3,0.97,58.0,red,0.32,5
2031,9.9,0.034,0.04,0.9964,5.7,22.0,133,3.28,12.6,0.63,115.0,white,0.385,6
2032,12.5,0.031,0.49,0.9906,7.5,44.0,4418,3.07,1.7,0.46,109.0,white,0.32,6
2033,10.9,0.114,0.46,0.99901,9.1,3.0,4013,3.18,9.0,0.6,9.0,red,0.28,6
2034,11.4,0.075,0.42,0.99103,7.0,19.0,2301,3.32,1.0,0.62,71.0,white,0.17,6
2035,12.5,0.054,0.01,0.9934,5.3,5.0,2965,3.57,1.7,0.84,27.0,red,0.57,7
2036,13.7,0.024,0.32,0.98906,5.8,28.0,328,3.25,4.5,0.52,94.0,white,0.31,7
2037,11.2,0.025,0.33,0.9915,7.4,27.0,4465,3.21,1.4,0.33,55.0,white,0.36,6
2038,10.4,0.043,0.34,0.99305,7.6,24.0,4375,3.12,1.6,0.7,129.0,white,0.23,5
2039,9.8,0.0559999999999999,0.33,0.998,6.9,44.0,580,3.42,12.8,0.42,169.0,white,0.23,6
2040,9.4,0.044,0.16,0.99512,5.7,48.0,4291,3.21,7.9,0.36,197.0,white,0.29,5
2041,11.6,0.086,0.31,1.0002,8.7,23.0,1317,3.48,3.0,0.74,81.0,red,0.69,6
2042,10.8,0.026,0.56,0.9906,5.0,24.0,2990,3.48,1.5,0.39,115.0,white,0.17,7
2043,12.0,0.037,0.31,0.991,7.1,15.0,3732,3.14,1.6,0.5,103.0,white,0.17,6
2044,10.5,0.077,0.19,0.9966,7.4,16.0,4856,3.37,3.0,0.51,37.0,red,0.49,5
2045,11.7,0.042,0.0,0.9944,5.9,3.0,3971,3.48,1.6,0.85,11.0,red,0.44,6
2046,10.5,0.057,0.31,0.9946,7.5,131.0,793,3.18,5.8,0.59,313.0,white,0.27,5
2047,9.5,0.085,0.19,0.99516,6.4,21.0,1964,3.49,1.9,0.64,196.0,white,0.27,4
2048,12.3,0.027,0.38,0.98926,6.5,31.0,3211,3.24,1.0,0.36,90.0,white,0.24,6
2049,11.5,0.032,0.35,0.99458,8.9,32.0,3871,3.15,4.6,0.45,148.0,white,0.3,7
2050,8.7,0.044,0.62,0.9975,7.1,52.0,5310,3.12,11.8,0.46,152.0,white,0.44,6
2051,9.9,0.055,0.56,0.99605,7.5,15.0,2583,3.13,9.7,0.65,170.0,white,0.38,6
2052,11.0,0.034,0.36,0.99074,6.3,26.0,5493,3.16,1.2,0.51,111.0,white,0.18,6
2053,10.3,0.051,0.28,0.9927,6.9,37.0,2391,3.27,1.3,0.6,187.0,white,0.33,5
2054,11.1,0.063,0.4,0.9952,7.0,21.0,3179,3.5,1.6,0.63,67.0,red,0.23,5
2055,11.2,0.044,0.29,0.9904,6.8,27.0,2930,3.12,2.8,0.42,97.0,white,0.4,6
2056,10.6,0.044,0.24,0.99312,7.7,29.0,790,3.27,2.4,0.56,157.0,white,0.28,6
2057,10.3,0.039,0.41,0.99678,6.5,47.0,5392,3.28,14.2,0.72,129.0,white,0.18,7
2058,10.6,0.04,0.34,0.9935,6.9,43.0,3165,3.2,4.7,0.59,161.0,white,0.24,6
2059,10.8,0.046,0.28,0.99468,7.4,22.0,4789,3.1,9.0,0.55,121.0,white,0.22,5
2060,12.0,0.037,0.23,0.99021,5.9,38.0,4174,3.36,1.5,0.49,93.0,white,0.2,6
2061,11.2,0.066,0.73,0.9986,11.1,6.0,5490,3.17,3.2,0.66,22.0,red,0.45,6
2062,10.8,0.042,0.43,0.99293,6.9,34.0,1933,3.05,6.4,0.51,115.0,white,0.22,6
2063,11.0,0.076,0.13,0.99574,6.3,29.0,1138,3.42,2.3,0.75,40.0,red,0.51,6
2064,9.8,0.035,0.34,0.9965,7.6,26.0,1550,3.08,9.7,0.49,143.0,white,0.22,6
2065,12.5,0.025,0.13,0.9913,5.7,28.0,4640,3.33,7.0,0.48,173.0,white,0.44,6
2066,12.6,0.024,0.28,0.98993,6.8,64.0,5107,3.45,1.9,0.6,106.0,white,0.37,8
2067,12.1,0.042,0.35,0.9908,7.8,8.0,150,3.11,1.8,0.41,167.0,white,0.34,6
2068,9.5,0.076,0.23,0.99686,7.9,23.0,3090,3.21,2.3,0.58,94.0,red,0.58,6
2069,10.2,0.045,0.31,0.99546,6.4,55.0,2708,3.02,12.9,0.59,161.0,white,0.31,5
2070,12.5,0.216,0.45,0.99358,8.0,5.0,5215,3.15,2.1,0.81,16.0,red,0.31,7
2071,9.4,0.075,0.36,0.9976,8.0,10.0,3836,3.34,2.3,0.46,48.0,red,0.43,5
2072,11.4,0.04,0.2,0.99105,5.9,26.0,551,3.25,1.6,0.45,114.0,white,0.14,6
2073,9.0,0.055,0.18,0.99591,6.0,50.0,4732,3.21,7.0,0.43,194.0,white,0.26,5
2074,9.2,0.052,0.22,0.9946,6.5,49.0,1258,3.14,4.8,0.62,142.0,white,0.41,5
2075,10.0,0.044,0.39,0.9974,8.5,20.0,1161,3.2,10.4,0.53,142.0,white,0.24,6
2076,8.7,0.05,0.27,0.9984,7.4,25.0,3765,2.9,15.5,0.43,135.0,white,0.16,7
2077,9.8,0.035,0.34,0.99232,8.1,11.0,2275,3.14,1.3,0.5,126.0,white,0.28,6
2078,12.9,0.04,0.34,0.99,6.8,41.0,2941,3.25,1.9,0.45,108.0,white,0.19,6
2079,12.0,0.04,0.38,0.99062,8.2,41.0,712,2.88,1.1,0.6,92.0,white,0.18,6
2080,10.0,0.051,0.34,0.99314,6.6,40.5,1371,3.15,2.6,0.61,210.0,white,0.34,5
2081,9.4,0.208,0.3,0.99478,6.3,60.0,353,3.1,6.6,0.4,154.0,white,0.28,6
2082,10.2,0.049,0.49,0.9971,8.1,50.0,1681,3.09,12.3,0.57,144.0,white,0.3,7
2083,8.5,0.054,0.48,1.0003799999999998,6.5,56.0,172,2.98,18.0,0.61,183.0,white,0.18,6
2084,11.5,0.103,0.58,1.0008,12.4,28.0,4333,3.16,3.0,1.0,99.0,red,0.49,6
2085,10.0,0.057,0.23,0.99568,6.9,54.0,4451,3.23,9.5,0.42,166.0,white,0.37,5
2086,12.8,0.037,0.29,0.9895,6.3,32.0,1616,3.17,3.3,0.36,140.0,white,0.29,7
2087,11.1,0.07,0.29,0.99577,6.8,15.0,437,3.53,4.8,0.54,39.0,red,0.915,5
2088,9.2,0.088,0.26,0.9981,7.8,23.0,4941,3.41,2.0,0.74,48.0,red,0.54,6
2089,10.6,0.04,0.2,0.9962,6.4,20.0,4535,3.1,15.6,0.54,142.0,white,0.29,5
2090,13.1,0.034,0.27,0.9897,7.1,28.0,1774,3.26,3.1,0.38,134.0,white,0.35,7
2091,10.7,0.057,0.26,0.9917,5.9,17.0,2532,3.24,1.5,0.36,141.0,white,0.32,5
2092,9.0,0.0559999999999999,0.43,0.9956,6.2,48.0,1076,3.1,7.8,0.51,244.0,white,0.27,6
2093,11.7,0.068,0.39,0.99516,8.6,6.0,1269,3.35,1.8,0.69,12.0,red,0.42,8
2094,10.5,0.036,0.14,0.99212,4.7,69.0,3474,3.47,1.3,0.46,168.0,white,0.335,5
2095,10.0,0.048,0.01,0.99362,6.4,20.0,4706,3.19,6.1,0.42,70.0,white,0.41,5
2096,8.8,0.057,0.27,0.99807,7.3,45.0,898,2.94,13.9,0.41,155.0,white,0.19,8
2097,10.7,0.076,0.07,0.9962,6.6,6.0,4835,3.44,1.6,0.58,15.0,red,0.705,5
2098,9.2,0.0969999999999999,0.2,0.99733,8.5,23.0,1115,3.13,2.1,0.48,113.0,red,0.66,5
2099,10.4,0.037,0.26,0.9928,6.2,36.0,3192,3.21,4.8,0.41,148.0,white,0.31,6
2100,11.45,0.046,0.29,0.9902,7.5,34.0,4187,3.04,1.1,0.39,84.0,white,0.24,6
2101,9.1,0.045,0.41,0.9989,7.6,44.0,2277,3.18,13.7,0.64,197.0,white,0.33,5
2102,9.3,0.053,0.25,0.9961,6.7,54.0,3220,3.22,8.0,0.43,202.0,white,0.27,5
2103,10.4,0.045,0.43,0.99752,6.6,53.0,476,3.52,10.9,0.77,154.0,white,0.19,6
2104,13.1,0.039,0.28,0.98964,5.9,34.0,1885,3.22,4.7,0.57,94.0,white,0.32,7
2105,10.4,0.121,0.24,0.99508,7.3,32.0,5096,3.17,8.1,0.38,162.0,white,0.17,8
2106,9.2,0.039,0.29,1.00037,7.3,69.0,893,3.1,19.9,0.48,237.0,white,0.2,6
2107,9.0,0.038,0.8,0.99778,7.4,77.0,2256,2.95,12.3,0.48,183.0,white,0.21,5
2108,10.0,0.0409999999999999,0.42,0.99624,7.1,32.0,7,3.04,11.8,0.49,193.0,white,0.38,6
2109,12.5,0.072,0.63,0.9968,10.2,10.0,2204,3.16,2.9,0.78,26.0,red,0.49,7
2110,10.8,0.031,0.25,0.99645,8.6,13.0,5018,3.11,11.3,0.4,96.0,white,0.23,5
2111,10.8,0.046,0.31,0.9939,7.0,29.0,3,3.26,6.0,0.5,108.0,white,0.21,6
2112,12.3,0.0279999999999999,0.29,0.99076,6.0,25.0,1484,3.14,5.0,0.34,108.0,white,0.17,6
2113,10.5,0.047,0.33,0.9928,6.8,44.0,933,3.12,1.5,0.44,167.0,white,0.26,6
2114,9.5,0.042,0.36,0.997,7.1,45.0,1728,2.92,11.6,0.59,124.0,white,0.2,7
2115,9.3,0.037,0.74,0.9998,7.9,52.0,3060,2.99,17.85,0.41,187.0,white,0.16,5
2116,9.7,0.059,0.31,0.9952,7.4,31.0,568,3.29,6.85,0.34,131.0,white,0.16,5
2117,14.05,0.0409999999999999,0.01,0.9909,5.8,31.0,4964,3.26,8.4,0.72,104.0,white,0.61,7
2118,12.2,0.032,0.44,0.9907,7.1,32.0,4154,3.25,1.8,0.48,107.0,white,0.28,7
2119,9.4,0.043,0.2,0.99848,6.9,57.0,4554,3.08,15.4,0.54,201.0,white,0.42,5
2120,10.4,0.05,0.39,0.994,10.0,19.0,3701,3.0,1.4,0.42,152.0,white,0.2,6
2121,9.5,0.05,0.35,0.997,6.7,64.0,5153,3.15,13.1,0.5,205.0,white,0.24,5
2122,8.7,0.06,0.15,0.99354,6.0,51.0,1759,3.14,1.3,0.51,154.0,white,0.26,5
2123,9.6,0.084,0.17,0.99818,8.8,25.0,1473,3.23,2.9,0.54,130.0,red,0.64,5
2124,13.0,0.046,0.08,0.9924,5.4,13.0,5481,3.57,1.2,0.85,93.0,red,0.835,7
2125,10.5,0.085,0.49,0.9994,11.4,10.0,4411,3.15,2.7,0.63,41.0,red,0.6,6
2126,8.9,0.038,0.71,0.99801,7.5,52.0,3399,3.03,11.8,0.46,148.0,white,0.17,5
2127,10.4,0.045,0.28,0.9954,7.0,37.0,2892,3.25,8.6,0.54,221.0,white,0.21,6
2128,8.9,0.06,0.12,0.99556,6.4,33.0,169,3.22,4.7,0.48,196.0,white,0.62,5
2129,12.3,0.0289999999999999,0.46,0.991,6.1,21.0,3775,3.29,4.7,0.62,94.0,white,0.34,6
2130,10.4,0.045,0.28,0.9954,7.0,37.0,4919,3.25,8.6,0.54,221.0,white,0.21,6
2131,9.1,0.047,0.51,0.9987,7.9,54.0,934,3.09,15.3,0.51,171.0,white,0.345,5
2132,12.1,0.03,0.49,0.9902,6.5,16.0,3628,3.1,2.9,0.49,94.0,white,0.36,7
2133,8.9,0.052,0.46,1.0,7.2,45.0,171,3.04,18.75,0.52,255.0,white,0.27,5
2134,12.0,0.093,0.67,0.9986,13.8,6.0,2652,3.02,3.0,0.93,15.0,red,0.49,6
2135,10.0,0.052,0.35,0.993,6.9,35.0,1805,3.45,1.0,0.44,146.0,white,0.24,6
2136,9.5,0.051,0.29,0.9968,6.4,32.0,3867,3.31,11.4,0.45,166.0,white,0.24,5
2137,9.5,0.104,0.19,0.9964,7.8,12.0,2901,3.19,1.8,0.93,47.0,red,0.56,5
2138,10.3,0.039,0.41,0.99678,6.5,47.0,3770,3.28,14.2,0.72,129.0,white,0.18,7
2139,10.7,0.042,0.44,0.99542,8.1,6.0,855,3.35,1.5,0.61,12.0,red,0.33,5
2140,9.6,0.106,0.39,0.9986,10.7,8.0,1169,2.89,2.2,0.5,32.0,red,0.43,5
2141,9.3,0.053,0.22,0.99545,6.2,45.0,4481,3.23,7.9,0.52,149.0,white,0.24,5
2142,11.3,0.103,0.54,0.99939,12.6,19.0,549,3.21,2.8,0.76,41.0,red,0.41,6
2143,12.0,0.031,0.38,0.98956,6.2,20.0,1958,3.06,3.2,0.33,89.0,white,0.36,7
2144,10.8,0.04,0.32,0.9922,6.5,31.0,4387,3.36,1.4,0.54,132.0,white,0.19,7
2145,10.1,0.066,0.23,0.99588,7.3,35.0,1767,3.43,2.3,0.62,70.0,red,0.32,5
2146,11.4,0.0279999999999999,0.28,0.99182,6.6,39.0,3838,3.34,1.8,0.46,132.0,white,0.24,5
2147,12.2,0.04,0.3,0.99173,7.0,40.0,4878,3.33,5.0,0.42,143.0,white,0.36,7
2148,11.6,0.023,0.25,0.9923,6.1,23.0,1870,3.37,4.0,0.51,112.0,white,0.19,6
2149,10.0,0.054,0.28,0.997,7.8,78.0,2955,3.14,10.2,0.46,186.0,white,0.2,6
2150,8.9,0.0559999999999999,0.3,0.999,7.6,53.0,4905,3.14,14.2,0.46,212.5,white,0.2,8
2151,11.8,0.0279999999999999,0.52,0.99161,6.0,37.0,1909,3.28,6.2,0.51,104.0,white,0.28,7
2152,10.8,0.052,0.41,0.99228,7.2,24.0,2358,3.19,1.6,0.49,126.0,white,0.17,5
2153,9.5,0.114,0.12,0.99588,7.0,15.0,5303,3.22,1.8,0.59,64.0,red,0.745,6
2154,9.2,0.051,0.32,0.9974,7.3,34.0,3763,3.2,14.4,0.35,109.0,white,0.13,6
2155,12.1,0.025,0.31,0.99066,7.8,22.0,4589,2.99,3.6,0.47,100.0,white,0.26,7
2156,9.2,0.04,0.25,0.9971,6.9,28.0,5050,3.28,9.8,0.61,191.0,white,0.38,5
2157,9.9,0.0409999999999999,0.74,0.9946,6.6,36.0,2108,3.21,4.6,0.45,159.0,white,0.3,5
2158,9.2,0.114,0.39,0.9934,5.9,24.0,3026,3.09,3.3,0.45,140.0,white,0.32,6
2159,11.3,0.038,0.36,0.9923,6.1,20.0,3852,3.37,2.0,0.79,249.5,white,0.18,6
2160,10.7,0.035,0.29,0.99142,6.4,44.0,3348,3.17,1.1,0.55,140.0,white,0.105,7
2161,11.0,0.048,0.32,0.99282,6.2,47.0,3533,3.21,6.3,0.6,159.0,white,0.27,6
2162,9.9,0.0409999999999999,0.48,0.9958,8.2,11.0,2609,3.17,1.4,0.57,99.0,white,0.21,5
2163,10.3,0.0579999999999999,0.3,0.9946,6.6,47.0,553,3.51,4.9,0.45,131.0,white,0.13,6
2164,9.0,0.053,0.57,0.99732,8.0,18.0,1667,3.12,10.4,0.68,134.0,white,0.27,5
2165,9.1,0.047,0.51,0.9987,7.9,54.0,1845,3.09,15.3,0.51,171.0,white,0.345,5
2166,12.2,0.053,0.26,0.9925,5.2,20.0,3331,3.27,7.7,0.45,103.0,white,0.38,6
2167,9.3,0.054,0.22,0.99853,6.3,42.0,2669,3.12,17.45,0.6,151.0,white,0.23,6
2168,12.6,0.0279999999999999,0.3,0.99164,6.8,33.0,5295,3.13,8.0,0.63,122.0,white,0.31,7
2169,10.9,0.046,0.28,0.99665,7.2,6.0,4266,3.17,15.2,0.39,41.0,white,0.27,6
2170,9.4,0.084,0.11,0.9968,8.5,9.0,894,3.17,2.3,0.53,67.0,red,0.49,5
2171,8.6,0.039,0.58,0.9978,7.7,41.0,373,3.06,11.1,0.49,151.0,white,0.34,5
2172,12.5,0.021,0.33,0.9886,6.1,26.0,2530,3.12,2.2,0.3,117.0,white,0.27,6
2173,9.2,0.054,0.49,1.0012,8.3,50.0,451,2.99,19.8,0.54,231.0,white,0.21,5
2174,9.3,0.047,0.32,1.00014,7.6,32.0,4552,3.1,18.75,0.5,193.0,white,0.19,7
2175,11.2,0.039,0.25,0.99114,6.6,21.0,1358,3.2,1.4,0.45,131.0,white,0.12,7
2176,14.0,0.016,0.31,0.98713,4.9,39.0,984,3.33,1.2,0.59,150.0,white,0.33,8
2177,9.0,0.054,0.29,0.9998,7.8,23.0,3595,3.16,16.85,0.38,135.0,white,0.3,6
2178,9.2,0.105,0.53,1.001,11.6,33.0,4996,3.2,3.3,0.95,98.0,red,0.42,5
2179,11.0,0.044,0.38,0.99326,6.4,35.0,453,2.97,9.1,0.3,127.0,white,0.22,7
2180,10.1,0.046,0.29,0.9952,6.3,29.0,554,3.29,6.2,0.53,227.0,white,0.34,6
2181,10.3,0.074,0.38,0.99132,4.8,47.0,2312,3.31,1.2,0.4,130.0,white,0.225,6
2182,10.8,0.036,0.25,0.99362,6.6,21.0,1680,3.06,8.0,0.38,124.0,white,0.3,6
2183,10.0,0.092,0.4,0.99834,10.1,13.0,481,3.22,2.6,0.64,52.0,red,0.43,7
2184,10.1,0.043,0.35,0.99392,6.5,47.0,4533,3.24,5.7,0.5,197.0,white,0.21,6
2185,11.7,0.031,0.38,0.99321,5.3,53.0,3425,3.34,10.5,0.46,140.0,white,0.31,6
2186,12.4,0.036,0.26,0.9919,6.7,35.0,4895,2.98,9.55,0.37,91.0,white,0.38,6
2187,10.6,0.038,0.49,0.9952,8.2,52.0,1426,3.02,9.3,0.33,163.0,white,0.24,6
2188,10.4,0.031,0.44,0.9946,6.8,35.0,179,3.16,9.3,0.36,137.0,white,0.28,6
2189,11.5,0.034,0.31,0.99084,6.4,53.0,1800,3.38,1.2,0.35,138.0,white,0.14,7
2190,9.5,0.054,0.3,0.99728,6.2,108.0,3180,3.1,12.4,0.47,152.0,white,0.22,6
2191,9.6,0.0409999999999999,0.4,0.9976,8.3,38.0,2458,3.34,7.8,0.51,194.0,white,0.28,6
2192,11.2,0.04,0.27,0.99026,5.6,52.0,2264,3.5,0.9,0.39,103.0,white,0.19,5
2193,10.8,0.04,0.22,0.99338,6.3,30.0,5485,3.05,9.5,0.31,111.0,white,0.28,4
2194,9.0,0.051,0.28,0.99792,7.0,29.0,3362,2.96,14.7,0.39,149.0,white,0.15,7
2195,10.2,0.045,0.49,0.9942,7.1,31.0,1002,3.4,1.6,0.59,100.0,white,0.3,5
2196,10.5,0.089,0.44,0.9975,8.2,11.0,5184,3.53,2.8,0.61,43.0,red,0.4,6
2197,10.6,0.034,0.49,0.9918,7.4,20.0,1004,2.98,1.5,0.39,126.0,white,0.28,6
2198,10.8,0.04,0.32,0.993,7.7,26.0,391,3.21,1.2,0.56,117.0,white,0.26,5
2199,10.8,0.036,0.35,0.99315,6.9,33.0,2354,3.21,1.7,0.54,101.0,white,0.19,7
2200,11.8,0.04,0.3,0.9927,7.0,41.0,4931,3.28,4.2,0.49,213.0,white,0.24,6
2201,10.9,0.034,0.31,0.99218,6.1,42.0,5268,3.24,3.9,0.46,137.0,white,0.27,6
2202,9.2,0.053,0.15,0.9936,7.1,61.0,4493,3.09,1.2,0.43,183.0,white,0.34,5
